Bowler,ReleaseY External,ReleaseZ External
CR Woakes,-0.8911447,2.1687428
CR Woakes,-0.7366171,2.108246
CR Woakes,-0.781885,2.1723534
CR Woakes,-0.7134258,2.1505634
CR Woakes,-0.9029105,2.2174808
CR Woakes,-0.7573785,2.1355011
C Rushworth,-0.6159494,2.142581
C Rushworth,-0.6457355,2.1498332
C Rushworth,-0.9804237,2.3141537
C Rushworth,-0.7620327,2.1898669
C Rushworth,-0.7021758,2.1699228
C Rushworth,-0.6894911,2.2084095
CR Woakes,-0.7720243,2.1467922
CR Woakes,-0.9093674,2.187727
CR Woakes,-0.7509857,2.1929294
CR Woakes,-0.9148566,2.151597
CR Woakes,-0.6158208,2.1686875
CR Woakes,-0.9867685,2.1617774
C Rushworth,-0.6734452,2.197814
C Rushworth,-0.6512737,2.1512603
C Rushworth,-0.7358082,2.1843105
C Rushworth,-0.7128298,2.1957038
C Rushworth,-0.6604199,2.1756731
CR Woakes,-0.6378809,2.0834224
CR Woakes,-0.6740053,2.1546101
CR Woakes,-0.9533199,2.1920627
CR Woakes,-0.6532231,2.1199477
CR Woakes,-0.9738728,2.1335114
CR Woakes,-0.6568534,2.1349154
C Rushworth,-0.6792137,2.1940262
C Rushworth,-0.7276585,2.1844774
C Rushworth,-0.7731014,2.1746513
C Rushworth,-0.7648861,2.1582717
C Rushworth,-0.7510082,2.1585417
C Rushworth,-0.6354437,2.1845684
CR Woakes,-0.7030362,2.1377761
CR Woakes,-0.6801612,2.1156476
CR Woakes,-0.6399371,2.1540923
CR Woakes,-1.0256091,2.1769896
CR Woakes,-0.6093849,2.1893514
ER Bamber,-0.8505525,2.0592363
ER Bamber,-0.9802367,2.1256149
ER Bamber,-0.7763491,2.0125746
ER Bamber,-0.8106511,2.0608062
ER Bamber,-0.8794483,2.0056262
CR Woakes,-0.6452124,2.0579076
CR Woakes,-0.9092465,2.0931651
CR Woakes,-0.649095,2.1038711
CR Woakes,-0.6850537,2.1131794
CR Woakes,-0.785702,2.0178486
CR Woakes,-0.7757351,2.1574602
ER Bamber,-0.7597602,2.0379957
ER Bamber,-0.9444216,2.0548477
MJ Henry,-0.4609364,1.9915297
MJ Henry,-0.436596,1.9857827
MJ Henry,-0.4377013,2.0401665
MJ Henry,-0.4533695,2.021541
MJ Henry,-0.4069855,1.9739319
MJ Henry,-0.458239,2.0163406
JH Davey,0.9385623,2.0577007
JH Davey,0.9252738,2.0340238
JH Davey,0.9571591,2.0620093
JH Davey,0.9130776,2.0458262
JH Davey,1.0134328,2.115221
JH Davey,0.9022015,2.0355394
MJ Henry,-0.4740387,2.0165753
MJ Henry,-0.4745569,2.0329823
MJ Henry,-0.4748486,1.9803104
MJ Henry,-0.3893444,2.0042754
MJ Henry,-0.4520438,2.0049269
JH Davey,0.9409834,2.035429
JH Davey,0.9646722,2.0591181
JH Davey,0.9448322,2.0280026
JH Davey,0.9550594,2.1055347
JH Davey,0.9571248,2.087288
MJ Henry,-0.3912881,1.9768948
MJ Henry,-0.5270767,2.0570032
MJ Henry,-0.4530597,2.0262923
MJ Henry,0.979863,1.9854381
MJ Henry,0.9482487,1.9515893
MJ Henry,0.9247714,2.0273398
MJ Henry,-0.4465248,2.0273636
MJ Henry,-0.43256,1.9808273
MJ Henry,-0.4263779,2.004547
MJ Henry,-0.4393349,1.9932911
MJ Henry,-0.487276,2.0489101
MJ Henry,-0.4269548,2.0337551
MJ Henry,-0.4733372,2.029792
MJ Henry,-0.4357453,1.9767868
MJ Henry,-0.4162752,2.0162915
MJ Henry,-0.4725849,2.0474965
MJ Henry,-0.3762411,1.975815
JH Davey,0.9040003,2.0102946
JH Davey,1.0027884,2.0780959
JH Davey,0.8793665,2.0024391
JH Davey,1.0586831,2.0532639
JH Davey,0.9504973,2.0193305
JH Davey,0.9013196,2.0297709
MJ Henry,-0.4623714,2.0435189
MJ Henry,-0.484209,2.0434336
MJ Henry,-0.4544438,2.0327793
MJ Henry,-0.4906088,2.0303429
MJ Henry,-0.4121142,2.0202427
M Pretorius,-0.5519848,2.1809845
M Pretorius,-0.6152601,2.1583149
M Pretorius,-0.5446521,2.153329
M Pretorius,-0.5207329,2.1829407
M Pretorius,-0.5819175,2.1850026
C Overton,0.9718092,2.3404755
C Overton,1.0698661,2.3207883
C Overton,1.0699211,2.383343
C Overton,1.0093348,2.3174846
C Overton,1.091421,2.3278893
M Pretorius,0.9075897,2.1574612
C Overton,1.0358026,2.3281375
C Overton,1.0129616,2.3152011
C Overton,1.0714596,2.3587865
C Overton,1.0372292,2.3196915
C Overton,1.0319564,2.3153111
C Overton,1.0220058,2.3090866
C Overton,1.0559122,2.3014905
C Overton,1.024782,2.2932184
C Overton,1.0839689,2.3515134
C Overton,1.0840924,2.3489123
C Overton,1.0238593,2.3168933
M Pretorius,1.0169816,2.131828
M Pretorius,0.9705894,2.1640911
M Pretorius,0.9176516,2.1477894
M Pretorius,0.9739183,2.1317541
M Pretorius,1.0036432,2.1566338
JH Davey,1.0687848,2.0770184
JH Davey,1.0576252,2.0743351
JH Davey,0.9779566,2.1025466
JH Davey,1.1057767,2.0592675
JH Davey,1.0173418,2.0863537
JH Davey,0.9985774,2.0548639
JH Davey,0.9592323,2.0830988
JH Davey,-0.8102925,2.0667952
JH Davey,-0.6728835,2.0529222
JH Davey,-0.7065588,2.0769532
JH Davey,-0.714184,2.046476
JH Davey,-0.7176237,2.0443201
M Pretorius,-0.6817958,2.0830427
M Pretorius,0.9896728,2.1356061
JH Davey,-0.6564916,2.0317881
JH Davey,-0.6820751,2.0659003
JH Davey,-0.7010247,2.0882847
JH Davey,-0.7784434,2.0616815
JH Davey,0.9799764,2.081855
JH Davey,0.9905639,2.1003488
MJ Henry,-0.539414,2.0314218
MJ Henry,-0.6200188,2.0273926
MJ Henry,-0.5831951,2.0021551
MJ Henry,-0.5447314,2.0544451
MJ Henry,-0.507433,2.0530386
MJ Henry,-0.5194342,2.0181306
MJ Henry,-0.4110763,2.038495
MJ Henry,-0.7259383,1.9987475
MJ Henry,-0.5186509,1.9942589
MJ Henry,-0.6105015,2.0484578
MJ Henry,-0.6993831,2.036512
MJ Henry,-0.5158651,2.0419735
MJ Henry,-0.5012383,2.0231869
MJ Henry,-0.5276015,2.0317115
MJ Henry,-0.6244022,2.0654438
M Pretorius,-0.6557741,2.1739358
M Pretorius,-0.6255802,2.1501571
M Pretorius,-0.6925552,2.1538749
M Pretorius,-0.6624025,2.1347381
M Pretorius,-0.6734888,2.1289678
M Pretorius,-0.7001399,2.1445328
M Pretorius,-0.7341706,2.1422597
M Pretorius,-0.717281,2.1140367
M Pretorius,-0.8200844,2.1805066
M Pretorius,-0.7146167,2.1219234
M Pretorius,-0.7278889,2.1404831
M Pretorius,-0.8493592,2.1740413
M Pretorius,-0.8027534,2.123549
M Pretorius,-0.8902823,2.137311
M Pretorius,-0.8362904,2.1692772
M Pretorius,-0.6097837,2.160474
M Pretorius,-0.6977875,2.1361278
M Pretorius,-0.7076631,2.1218479
M Pretorius,-0.7196424,2.1472075
M Pretorius,-0.7727746,2.1649681
MJ Leach,-0.71018,2.1283561
MJ Leach,-0.7614399,2.1214739
MJ Leach,-0.7819643,2.1273261
MJ Leach,-0.806307,2.1175551
MJ Leach,-0.8517553,2.1739143
MJ Leach,-0.7547667,2.0895794
MJ Leach,-0.7748061,2.0950202
MJ Leach,-0.7559869,2.1032863
MJ Leach,-0.7523623,2.0695004
MJ Leach,-0.8415357,2.1270909
MJ Leach,-0.8083163,2.0944513
MJ Leach,-0.7680032,2.0940385
MJ Leach,-0.7434297,2.0863755
MJ Leach,-0.7873608,2.0817437
MJ Leach,-0.7783903,2.0906647
MJ Leach,-0.8195791,2.0907264
MJ Leach,-0.7441204,2.0967724
MJ Leach,-0.734757,2.0878305
MJ Leach,-0.8302696,2.1006433
MJ Leach,-0.8345585,2.1223788
MJ Leach,-0.7206031,2.0849171
MJ Leach,-0.8263866,2.0805398
MJ Leach,-0.7133515,2.0857664
MJ Leach,-0.7757641,2.0502367
MJ Leach,-0.8190011,2.0895768
MJ Leach,-0.7962975,2.0854371
MJ Leach,0.6968996,2.0720849
MJ Leach,0.7487648,2.1128914
C Overton,1.0080602,2.3292642
C Overton,-0.7520593,2.3830621
C Overton,-0.735413,2.3626166
C Overton,-0.7438396,2.3386708
C Overton,-0.7723904,2.3441761
C Overton,-0.7184867,2.3602291
C Overton,-0.771391,2.3474845
C Overton,-0.7758864,2.3566137
C Overton,-0.7137586,2.3295404
C Overton,-0.8161815,2.3152922
C Overton,1.0003092,2.3175845
C Overton,1.057751,2.3268968
C Overton,0.9878905,2.3106065
C Overton,-0.7411198,2.3290749
C Overton,-0.7612664,2.3299434
C Overton,-0.6541296,2.3723563
C Overton,0.9738316,2.1825932
C Overton,1.083364,2.3333685
C Overton,-0.723139,2.3432574
C Overton,-0.7497408,2.3332384
C Overton,-0.7099379,2.3566557
C Overton,-0.7341983,2.3340522
C Overton,-0.8017155,2.3447602
C Overton,-0.7900043,2.281259
C Overton,-0.709101,2.3285309
C Overton,-0.7897989,2.3485481
C Overton,-0.7276806,2.3267672
C Overton,-0.8123681,2.3440759
MJ Henry,-0.5481981,2.0433209
MJ Henry,-0.5163432,2.0380586
MJ Henry,-0.776211,2.019119
MJ Henry,1.2251901,2.0514881
MJ Leach,-0.7209226,2.0622842
MJ Leach,-0.7794334,2.0924183
MJ Leach,-0.7729673,2.0872932
MJ Leach,-0.7568576,2.0897072
MJ Leach,-0.7259727,2.1226828
MJ Leach,-0.7613171,2.0963108
MJ Henry,1.070325,2.0472033
MJ Henry,0.9652289,1.983646
MJ Henry,-0.5766923,2.0073041
MJ Henry,-0.5712774,2.0445015
MJ Leach,0.7961773,2.1244714
MJ Leach,0.8142999,2.1569166
MJ Leach,0.7636659,2.122224
MJ Leach,0.7602726,2.1225834
MJ Henry,-0.4875437,2.0668636
MJ Henry,0.9840991,1.9829941
MJ Henry,-0.6693695,2.0323254
MJ Henry,-0.7676321,2.0248723
MJ Henry,0.8656403,1.9383782
MJ Henry,0.8980154,1.9722799
MJ Leach,0.8547575,2.1224958
MJ Leach,-0.7786363,2.111738
MJ Leach,0.8533575,2.1522662
MJ Leach,0.8474546,2.1599006
MJ Leach,0.7848819,2.1218536
MJ Leach,-0.7907173,2.0669205
MJ Henry,-0.4748227,1.9893171
MJ Henry,-0.4582616,1.9836956
MJ Henry,-0.4487766,2.0189237
MJ Henry,-0.5989143,2.0104123
MJ Henry,-0.6870913,1.9820627
C Overton,1.0417849,2.2650194
C Overton,1.0543044,2.3447692
C Overton,1.0599376,2.3362452
C Overton,1.0505807,2.3357389
C Overton,1.0155079,2.3248122
C Overton,-0.7526652,2.3263639
MJ Henry,0.9848089,2.0127136
MJ Henry,-0.5074093,2.01577
MJ Henry,-0.4904459,2.0158586
MJ Henry,0.924444,2.0684458
MJ Henry,0.8363946,2.0183151
MJ Henry,0.8302814,2.0271761
C Overton,-0.6774131,2.286066
C Overton,-0.788976,2.3238569
C Overton,1.0819875,2.2928903
C Overton,1.0226331,2.304714
C Overton,1.166726,2.3911524
MJ Henry,-0.7169899,2.0007176
MJ Henry,-0.6264,2.0422927
MJ Henry,-0.6625216,2.0539738
MJ Henry,-0.6225646,2.0345958
MJ Henry,0.8098829,2.0356348
MJ Henry,0.9704766,1.9563665
C Overton,1.0437405,2.3256299
C Overton,-0.7573487,2.3038603
C Overton,-0.7226418,2.2829111
C Overton,-0.6487504,2.3039361
C Overton,1.071553,2.309001
C Overton,1.0950053,2.3132884
M Pretorius,1.036272,2.1849553
M Pretorius,0.8671246,2.0553241
M Pretorius,0.9759666,2.1242399
M Pretorius,0.87331,2.0580279
M Pretorius,1.000476,2.1769586
M Pretorius,1.0239413,2.1363069
BA Raine,-0.5813443,2.0885412
BA Raine,-0.7081188,2.0811086
BA Raine,-0.6981083,2.0611682
BA Raine,-0.6199923,2.0730564
BA Raine,-0.6106445,2.0773067
BA Raine,-0.5856926,2.0670222
BA Raine,-0.6769309,2.0876657
BA Raine,-0.684622,2.1038488
BA Raine,-0.5879611,2.1134051
BA Raine,-0.6936591,2.0669962
BA Raine,-0.6291272,2.0966975
BA Raine,-0.650215,2.06864
BA Raine,-0.6594471,2.1100583
BA Raine,-0.6751892,2.0595608
BA Raine,-0.73381,2.0753073
BA Raine,-0.6847001,2.1018938
BA Raine,-0.6350923,2.0977832
BA Raine,0.8954219,2.0592572
BA Raine,0.9313845,2.0737063
BA Raine,-0.6788571,2.0842085
BA Raine,1.0312533,2.1109556
BA Raine,0.9151093,2.082817
BA Raine,0.9226759,2.0548514
BA Raine,0.9531437,2.0666685
BA Raine,1.0435636,2.0733179
BA Raine,0.9905049,2.0294121
BA Raine,0.9063261,2.0970766
CE Yusuf,-0.6606483,1.9849956
CE Yusuf,-0.6778603,2.0061254
CE Yusuf,-0.652501,1.9934927
CE Yusuf,-0.692497,1.9880732
CE Yusuf,-0.6921853,2.0069402
CE Yusuf,1.0720715,1.9812445
CE Yusuf,1.1389513,1.9887252
CE Yusuf,1.0335284,1.9437821
CE Yusuf,1.0764018,1.9625006
CE Yusuf,-0.7594736,1.9687633
CE Yusuf,-0.7909528,2.033077
CE Yusuf,-0.7324564,2.013173
CE Yusuf,-0.7168515,2.0101863
CE Yusuf,-0.6482932,1.9991128
CE Yusuf,1.0771093,2.0275856
CE Yusuf,1.1152492,1.9748537
CE Yusuf,1.0508164,2.0238716
CE Yusuf,1.1321193,2.0077024
CE Yusuf,1.1695423,1.982106
CE Yusuf,1.1475695,2.0145892
CE Yusuf,1.1812271,2.0283415
CE Yusuf,1.047185,2.0112502
BA Raine,0.9427136,2.0830419
BA Raine,1.0239863,2.100347
BA Raine,0.9479881,2.0889625
BA Raine,1.0180087,2.0773658
BA Raine,0.9993723,2.1019492
BA Raine,-0.6846434,2.0382912
BA Raine,-0.6339712,2.1032122
BA Raine,-0.6077433,2.0988432
BA Raine,0.9831234,2.1033201
BA Raine,1.0154714,2.0919434
BA Raine,0.9580295,2.112525
BA Raine,1.0806512,2.1128545
J Minto,0.5907939,2.0244218
BA Raine,-0.54911,2.0996428
BA Raine,-0.6245917,2.0971738
BA Raine,-0.6907089,2.0918113
BA Raine,-0.7497923,2.1200842
BA Raine,-0.5926732,2.117849
MJ Killeen,0.7448064,2.0768713
MJ Killeen,0.7552359,2.0588084
BA Raine,0.9721835,2.1044021
BA Raine,1.0051074,2.1046246
BA Raine,0.9618416,2.0767187
BA Raine,0.9353753,2.1034917
BA Raine,-0.6151349,2.0845298
MJ Killeen,-0.8545561,2.0769647
MJ Killeen,-0.8489728,2.0795963
MJ Killeen,-0.8956427,2.0803959
MJ Killeen,-0.8673666,2.058617
MJ Killeen,-0.8103288,2.0571392
BA Raine,-0.7950415,2.1259347
BA Raine,-0.6886683,2.1019609
BA Raine,-0.6678598,2.1355421
BA Raine,-0.6884578,2.0877256
MJ Killeen,-0.8659014,2.0533948
MJ Killeen,-0.7930176,2.0698819
MJ Killeen,-0.7981892,2.0756785
MJ Killeen,-0.8180951,2.0514167
CE Yusuf,-0.70196,2.0291975
CE Yusuf,-0.6755169,2.0488508
CE Yusuf,-0.9838974,2.0671278
MJ Killeen,-0.881685,2.0530845
MJ Killeen,-0.8866143,2.096007
MJ Killeen,-0.8523581,2.0465028
MJ Killeen,-0.8628813,2.0612118
MJ Killeen,-0.865107,2.0486401
MJ Killeen,-0.8603317,2.0961638
CE Yusuf,-0.7227836,2.0515104
CE Yusuf,-0.7175727,2.0476802
CE Yusuf,-0.8131569,1.9320724
CE Yusuf,-0.6991101,2.0271527
MJ Killeen,-0.8110846,2.074124
MJ Killeen,-0.8314162,2.0648078
MJ Killeen,-0.8157418,2.0415248
MJ Killeen,-0.9949968,2.0774259
MJ Killeen,-0.8690872,2.0816676
CE Yusuf,-0.6663111,2.0298909
CE Yusuf,-0.8020926,2.0046801
CE Yusuf,-0.8019241,2.0529846
CE Yusuf,-0.6968213,2.0233848
MJ Killeen,-0.8350409,2.1111291
MJ Killeen,-0.911272,2.0812516
MJ Killeen,-0.8608692,2.0371002
MJ Killeen,-0.8312275,2.0660579
BA Raine,-0.6446504,2.0891821
BA Raine,-0.6132338,2.0148012
BA Raine,-0.69323,2.0491063
BA Raine,-0.670925,2.0792869
BA Raine,-0.7717679,2.1145678
CE Yusuf,-0.6955264,2.0205164
CE Yusuf,-0.7262114,1.8666252
CE Yusuf,-0.7677048,1.9746966
CE Yusuf,-0.8157013,1.7946503
CE Yusuf,-0.7996738,1.9850947
CE Yusuf,-0.7970609,2.0270086
BA Raine,-0.7480106,2.1011918
BA Raine,-0.6900903,2.1298951
BA Raine,-0.5757054,2.1111269
BA Raine,-0.6483107,2.0932778
CE Yusuf,-0.7468317,1.9943149
CE Yusuf,-0.7395798,1.9319807
CE Yusuf,-0.7071,2.0262246
MJ Henry,0.8486162,1.8492732
MJ Henry,1.0136449,2.0048012
MJ Henry,0.8943168,1.9680517
MJ Henry,0.9490646,1.9494221
MJ Henry,0.9279647,2.0256303
JH Davey,0.9695379,2.1088539
JH Davey,0.965901,2.0544458
JH Davey,0.8779577,2.045198
JH Davey,1.1310053,2.07724
JH Davey,0.9739799,2.0951241
JH Davey,0.9123256,2.045335
MJ Henry,1.0003909,2.007996
MJ Henry,0.9978771,2.0064349
MJ Henry,0.8539721,1.8033131
MJ Henry,0.9286191,2.0062746
MJ Henry,-0.5944148,1.9395912
JH Davey,-0.9295989,2.0990926
JH Davey,-0.819254,2.1092932
JH Davey,-0.8948988,2.1106554
JH Davey,-0.8518816,2.1146929
JH Davey,-0.8717813,2.0444298
JH Davey,-0.8471576,2.0769691
MJ Henry,0.9499588,1.9983993
MJ Henry,1.0040167,1.9488364
MJ Henry,1.1164922,2.0329535
MJ Henry,1.0565301,2.0011469
JH Davey,-0.8111955,2.043078
JH Davey,-0.8471092,2.0675273
JH Davey,-0.7981285,2.0733172
JH Davey,-0.8638332,2.0166914
JH Davey,-0.7876637,2.0645828
MJ Henry,1.0867064,2.037533
MJ Henry,0.9494818,1.9416943
MJ Henry,-0.6487845,1.9594141
MJ Henry,-0.7425802,2.0181202
JH Davey,1.0280315,2.0301756
JH Davey,1.0504122,2.0832681
JH Davey,1.0071405,2.0479984
JH Davey,1.0134088,2.0309649
JH Davey,0.9498182,2.0554906
MJ Henry,-0.6845046,2.020431
MJ Henry,-0.6535495,1.9870642
MJ Henry,-0.6608044,1.9714394
JH Davey,-0.8243676,2.0639465
JH Davey,-0.824405,2.0410165
JH Davey,-0.973106,2.1040566
JH Davey,-0.8450807,2.0539057
JH Davey,-0.8444371,2.0713007
JH Davey,-0.8164099,2.0817766
MJ Henry,0.9560389,2.025787
MJ Henry,0.9623357,1.9156035
MJ Henry,0.9973852,1.9624646
MJ Henry,1.0471731,1.981404
MJ Henry,0.9767801,1.9810576
JH Davey,-0.8187029,2.0667283
JH Davey,-0.7284111,1.9963863
JH Davey,-0.8253888,2.0600702
JH Davey,1.0472359,2.0521234
JH Davey,1.0353286,2.056508
MJ Henry,0.9143397,1.9783237
MJ Henry,0.8962457,1.9725094
MJ Henry,0.8582773,1.9666504
MJ Henry,-0.5287045,1.9957074
JH Davey,1.018277,2.0469408
JH Davey,-0.8746776,2.0141643
JH Davey,-1.001121,2.0975897
JH Davey,-0.9649976,2.101384
JH Davey,-0.8452517,2.0183112
JH Davey,-0.8702044,2.0709203
MJ Henry,1.0134946,2.0253335
MJ Henry,0.7477851,1.8366003
MJ Henry,0.910755,2.0081468
MJ Henry,0.9641909,2.0287374
MJ Henry,-0.7445515,2.0277494
M Pretorius,-0.8356614,2.0990432
M Pretorius,-0.9511189,2.198523
M Pretorius,-0.970673,2.1838956
M Pretorius,1.0161075,2.1831457
M Pretorius,1.0479641,2.1499767
M Pretorius,-0.8856092,2.1618301
C Overton,0.9636737,2.306283
C Overton,0.9169483,2.269235
C Overton,0.9782108,2.2850917
C Overton,0.954877,2.2512449
C Overton,-0.7888761,2.2916666
C Overton,0.9570481,2.2475542
M Pretorius,0.9912922,2.1468993
M Pretorius,1.0334614,2.159133
M Pretorius,-0.7909284,2.1444421
M Pretorius,-0.8177954,2.1439972
M Pretorius,-0.8158323,2.1354414
C Overton,-0.7978507,2.2838656
C Overton,-0.7956899,2.2556156
C Overton,-0.7731136,2.3968142
C Overton,-0.7929556,2.2647508
C Overton,-0.7503223,2.241376
M Pretorius,-0.9470318,2.1907536
M Pretorius,-0.8908101,2.1291192
M Pretorius,-0.9940826,2.219159
M Pretorius,-0.8566696,2.181254
M Pretorius,-0.9122233,2.1727241
C Overton,-0.7657084,2.2721679
C Overton,-0.8311933,2.275368
C Overton,-0.8456884,2.3200793
C Overton,-0.7243165,2.2431719
M Pretorius,-0.8360955,2.1454964
M Pretorius,-0.8976068,2.1163824
M Pretorius,-0.8079723,2.0426582
M Pretorius,0.9538206,2.0461435
M Pretorius,1.0009869,2.0338831
M Pretorius,0.9915172,2.1341456
C Overton,0.941653,2.1778049
C Overton,-0.7622839,2.2341887
C Overton,-0.7694231,2.2986676
C Overton,-0.7490156,2.2839487
C Overton,-0.7461899,2.2820658
M Pretorius,-0.8127688,2.0999537
M Pretorius,-1.0518756,2.1875974
M Pretorius,-0.8821407,2.1558039
M Pretorius,1.0265256,2.1234541
M Pretorius,0.9507142,2.03166
MJ Henry,0.9917463,2.0033473
MJ Henry,0.6921133,1.8667843
MJ Henry,0.7647095,1.9847096
M Pretorius,-0.8801857,2.2136442
M Pretorius,-0.865914,2.1402227
M Pretorius,1.0799259,2.1808039
M Pretorius,1.0493766,2.1369613
M Pretorius,0.8083413,2.1132741
M Pretorius,0.8763727,2.1449323
MJ Henry,-0.6950896,1.9746629
MJ Henry,-0.6540466,1.977672
MJ Henry,-0.793137,2.0027027
MJ Henry,0.9728052,2.0373535
MJ Henry,0.9221002,1.9734858
MJ Henry,0.8983694,1.9736419
C Overton,-0.8523554,2.2829832
C Overton,1.0380208,2.3231418
C Overton,1.0311906,2.3081486
C Overton,1.0140903,2.3529279
C Overton,1.0555745,2.3064045
MJ Henry,0.8923843,2.0145291
MJ Henry,-0.7114675,1.9852648
MJ Henry,-0.5009116,1.9885495
C Overton,-0.7817982,2.28561
C Overton,-0.7686085,2.251409
C Overton,-0.6958702,2.3008011
C Overton,-0.6709424,2.1489174
C Overton,1.058524,2.2646549
C Overton,0.9413965,2.3065509
MJ Henry,-0.5595224,2.0096615
MJ Henry,-0.6803736,1.8998982
MJ Henry,0.7890682,1.8979268
MJ Henry,0.7649438,1.9552404
MJ Henry,0.7136657,1.8283177
MJ Henry,-0.8262121,1.7940448
C Overton,-0.822693,2.2722615
C Overton,-0.6780455,2.308774
C Overton,1.0059868,2.2785158
C Overton,1.0341472,2.2924694
MJ Henry,-0.5787129,2.0163933
MJ Henry,-0.6092228,1.9735621
M Pretorius,-0.7740157,2.1334247
M Pretorius,-0.8906599,2.1705033
M Pretorius,-0.8461801,2.1673886
M Pretorius,-0.8498731,2.1538031
M Pretorius,-0.7757113,2.075703
M Pretorius,-0.9462422,2.1569218
JH Davey,0.913742,2.032167
JH Davey,1.030288,2.0258958
JH Davey,1.0717953,2.0204675
JH Davey,1.01214,2.0181791
M Pretorius,-0.8206695,2.1358324
M Pretorius,-0.8950022,2.105112
M Pretorius,-0.9475534,2.0682294
M Pretorius,-0.8819197,2.198069
M Pretorius,-0.8175851,2.1410178
JH Davey,0.9279822,1.9210208
JH Davey,-0.9190198,2.0641083
JH Davey,-0.9867793,2.087129
JH Davey,-0.7452207,2.0177345
JH Davey,-0.8638482,2.051598
M Pretorius,0.81798,2.0419511
M Pretorius,0.6945587,1.9080549
M Pretorius,0.7317994,2.0164406
M Pretorius,0.8931747,2.0728337
M Pretorius,1.2424281,2.1479639
M Pretorius,0.8326582,2.1520565
JH Davey,-0.8825387,2.072076
JH Davey,-0.8665888,2.0287993
JH Davey,-0.8576182,2.0440714
JH Davey,-0.8454553,2.0542977
JH Davey,-0.9237216,2.0537045
JH Davey,-0.8858095,2.0096574
M Pretorius,-0.7995293,2.1082506
M Pretorius,-0.9444792,2.2181931
M Pretorius,-0.9416367,2.1531437
M Pretorius,-0.8460649,1.9725555
M Pretorius,-0.8622782,2.1639683
JH Davey,-0.8510086,2.0563392
JH Davey,1.151097,2.056983
JH Davey,1.0440973,2.0270067
JH Davey,1.0505209,2.0404015
M Pretorius,-0.8380476,2.1775391
M Pretorius,-0.8434344,2.1594463
M Pretorius,0.8270525,2.0637895
M Pretorius,0.8598833,2.129189
M Pretorius,0.7767807,2.0103003
M Pretorius,0.7965569,2.1287575
C Overton,-0.7877163,2.301808
C Overton,1.0055599,2.2800631
C Overton,-0.8270947,2.3050395
C Overton,-0.820096,2.3261806
C Overton,-0.7837808,2.3249256
C Overton,0.9795043,2.2927276
BA Raine,-0.6916796,2.1007931
BA Raine,-0.7371732,2.1351625
BA Raine,-0.6423536,2.0635609
BA Raine,-0.6878923,2.0358924
BA Raine,-0.6545593,2.0771886
BA Raine,-0.6430086,2.1062724
MJ Killeen,-0.825679,2.0604341
MJ Killeen,-0.848023,2.0846931
MJ Killeen,-0.8383271,2.0433824
MJ Killeen,-0.8366151,2.0822697
MJ Killeen,-0.8417124,2.0962625
BA Raine,-0.6598554,2.0918904
BA Raine,-0.8061653,2.1063807
BA Raine,-0.6894692,2.134494
BA Raine,-0.6733486,2.0957237
BA Raine,-0.6313039,2.0696208
MJ Killeen,-0.9442664,2.0587291
MJ Killeen,-0.815577,2.0961276
MJ Killeen,-0.8249257,2.0656264
MJ Killeen,-0.8356414,2.0913488
MJ Killeen,-0.8619153,2.1005948
BA Raine,-0.6725289,2.092102
BA Raine,-0.6727437,2.0752919
BA Raine,-0.6745876,2.1047817
BA Raine,-0.679085,2.0932864
MJ Killeen,-0.9579395,2.0864866
MJ Killeen,-0.8334697,2.1111877
MJ Killeen,-0.8114874,2.1021463
MJ Killeen,-0.8793242,2.0882923
BA Raine,-0.6430834,2.0793341
BA Raine,-0.7049252,2.0646709
BA Raine,-0.6832321,2.0853068
BA Raine,-0.7598281,2.0911904
DM Hogg,-1.0517095,2.3577759
DM Hogg,-0.9497614,2.1964741
DM Hogg,-0.9245386,2.2756731
DM Hogg,-0.9791324,2.2950004
DM Hogg,-0.9066822,2.2726577
DM Hogg,-0.9336007,2.2958063
BA Raine,-0.7461375,2.0972127
BA Raine,-0.7458193,2.0992108
BA Raine,-0.6523628,2.1197236
BA Raine,-0.6066168,2.0971547
DM Hogg,-0.9218919,2.3261849
DM Hogg,-0.9570289,2.2384144
DM Hogg,-0.9196278,2.2859233
BA Raine,-0.6560197,2.099032
BA Raine,-0.6880835,2.1112451
BA Raine,-0.5562908,1.9360069
BA Raine,-0.6174525,2.0773582
BA Raine,-0.5753507,2.1097444
DM Hogg,-0.8613612,2.3385741
DM Hogg,-0.9269745,2.3004505
DM Hogg,-0.9250656,2.3482012
DM Hogg,-0.9596441,2.3077595
DM Hogg,-0.9187543,2.3187387
DM Hogg,-0.9134877,2.3517307
MJ Killeen,-0.9227813,2.11124
MJ Killeen,-0.844958,2.0552618
MJ Killeen,-0.8150855,2.1225325
MJ Killeen,-0.8617639,2.0920674
MJ Killeen,-0.8473945,2.0715877
MJ Killeen,-0.8228527,2.0857862
DM Hogg,-0.9119756,2.3159681
DM Hogg,-0.9190531,2.3255333
DM Hogg,0.8099222,2.2193582
MJ Killeen,0.8130955,2.1280752
MJ Killeen,-1.0317393,2.1855306
MJ Killeen,-0.8463595,2.1521196
J Minto,0.6511689,2.1195464
J Minto,0.5670298,1.9966709
J Minto,0.5824972,2.0609473
J Minto,0.5248963,2.0512264
MJ Killeen,-0.818874,2.1021238
MJ Killeen,-0.872101,2.0559307
MJ Killeen,0.7714559,2.0690337
